Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_sgd
Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,2409.95
Lenovo,Flex 5,2 in 1 Convertible,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,1568.43
Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,Intel Core i7,16,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5,5179.43
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,518.1
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7,16,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,2588.93
HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.86,846.23
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1768.93
HP,Zbook 17,Workstation,17.3,1920x1080,Intel Others,16,256GB SSD,Nvidia Quadro M2000M,Windows 7,3.0,6890.73
Lenovo,N23,Netbook,11.6,n1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,745.75
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,2983.0
Asus,X550VX-XX015D,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45,909.03
Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Intel Core i5,4,180GB SSD,Intel HD Graphics 520,Windows 10,1.7,1720.72
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,1334.34
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD Graphics 540,Windows 10,1.3,1882.43
HP,15-cb003na,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1725.43
HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,2450.77
Dell,Alienware 17,Gaming,15.6,3840x2160,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,4504.31
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,940.43
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,1645.36
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.18,2918.63
Google,Pixelbook,Ultrabook,12.3,2400x1600,Intel Core i5,8,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2447.63
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,1772.53
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,1332.93
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,1028.35
Asus,X751NV-TY001,Notebook,17.3,1366x768,Intel Others,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,738.43
Dell,Inspiron 7559,Gaming,15.6,3840x2160,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,1725.43
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.31,2510.43
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 505,Linux,2.1,467.86
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3,1854.59
Samsung,Notebook 9,2 in 1 Convertible,15.0,1920x1080,Intel Core i7,16,256GB SSD,AMD Radeon 540,Windows 10,1.71,2824.43
Toshiba,Tecra A40-C-1E5,Notebook,14.0,l1366x768,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.75,1601.4
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,1725.43
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1953.08
Asus,Q524UQ-BHI7T15,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,12,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,1317.23
Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,3720.9
Acer,Swift 3,Notebook,14.0,1920x1080,Intel Core i3,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,998.52
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,4551.43
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Others,8,128GB SSD,Intel HD Graphics 505,Windows 10,2.0,913.58
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,5634.42
Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,3689.5
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,2769.48
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Others,8,1TB HDD,Intel HD Graphics 405,No OS,2.2,516.53
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.7,3609.43
MSI,GS43VR 7RE,Gaming,14.0,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,2968.87
MSI,GL62M,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1709.73
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7,4,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,1568.43
Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,3609.43
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62,1546.45
Asus,FX502VM-DM560T,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24,2102.23
Vero,K146,Notebook,14.0,1920x1080,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22,318.55
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,3092.9
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08,1505.63
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Others,8,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.92,1829.05
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,3658.1
Asus,R417NA-RS01,Notebook,14.0,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63,469.43
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,1271.7
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,2117.93
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i3,8,256GB SSD,AMD Radeon R5 M420X,Windows 10,2.0,1160.23
HP,ZBook 17,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14,3241.89
Asus,Pro P2540UA-XS51,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,1725.43
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2353.43
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i5,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2745.93
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 505,Windows 10,1.63,1168.08
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,2180.73
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,1224.6
HP,15-ba043na,Notebook,15.6,1366x768,AMD,8,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04,987.53
Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2636.03
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4,956.13
HP,Omen 17-an012dx,Gaming,17.3,1920x1080,Intel Core i7,12,1TB HDD,AMD Radeon RX 580,Windows 10,3.74,2745.93
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,3791.55
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,2353.43
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98,1508.77
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,1240.0
Lenovo,Thinkpad T470s,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2918.63
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.29,2824.43
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Others,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23,604.45
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36,3932.88
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,1185.35
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,769.14
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.25,1711.3
Lenovo,Thinkpad X1,Ultrabook,14.0,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,3923.43
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4,1882.43
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel Core i5,8,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13,2943.75
Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 510,Windows 10,1.75,783.43
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,2132.06
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,918.45
Acer,Chromebook 11,Netbook,11.6,l1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35,557.35
Acer,Swift 3,Notebook,14.0,1920x1080,Intel Core i3,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,971.83
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel Core i7,32,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,8633.43
Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,Intel Core i7,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.1,3295.43
Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce 920,Linux,2.1,814.83
Lenovo,Thinkpad T460,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,1862.02
Lenovo,ThinkPad T470s,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2590.5
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21,4356.17
Asus,Rog GL702VS-BA023T,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,3797.83
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,1050.33
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Others,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5,510.25
Asus,R558UA-DM966T,Notebook,15.6,1920x1080,Intel Core i5,8,128GB HDD,Intel HD Graphics 620,Windows 10,2.3,926.3
Asus,Rog GL702VM-GC017T,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,2824.43
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,4824.44
HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,1428.7
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,1120.96
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 520,Windows 7,1.54,2935.9
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i7,4,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,1160.23
HP,Chromebook X360,2 in 1 Convertible,11.6,n1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,965.55
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,1920x1080,Intel Core i5,8,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45,1610.82
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,3574.89
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.54,2304.76
HP,250 G6,Notebook,15.6,1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 400,No OS,1.86,469.43
Asus,Rog GL502VM-DS74,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1,2981.43
Dell,Inspiron 5767,Notebook,17.3,1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon R7 M445,Linux,2.83,1358.05
Lenovo,ThinkPad T470p,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.96,2987.71
Asus,K556UR-DM621T,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3,1235.59
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,1483.65
Asus,X541NA,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 505,Windows 10,2.0,704.93
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,4017.63
Dell,Inspiron 5368,Notebook,13.3,1920x1080,Intel Core i5,8,1TB HDD,Intel HD Graphics 520,Windows 10,1.62,1018.93
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,No OS,2.2,736.33
Lenovo,ThinkPad E570,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,1335.54
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84,2117.93
Toshiba,Portege X30-D-10X,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.05,2017.45
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5,1596.69
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29,3516.8
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.07,1428.7
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1719.15
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,3061.5
Acer,TMX349-G2-M-50FS,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.56,1416.14
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia Quadro M620,Windows 10,2.23,2791.46
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.38,1656.35
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,AMD Radeon R5 M430,No OS,2.2,752.03
Toshiba,Tecra A50-D-11D,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,2179.16
Lenovo,Thinkpad 13,Notebook,13.3,1920x1080,Intel Core i3,4,180GB SSD,Intel HD Graphics 620,Windows 10,1.44,1153.95
Samsung,Notebook 9,Ultrabook,15.0,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23,2902.93
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,2653.3
Asus,X541NA-GO121,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 505,Linux,2.0,626.41
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28,1467.95
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5,4,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18,1432.62
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,1317.23
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2669.0
HP,Pavilion x360,2 in 1 Convertible,15.6,n1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.3,1075.14
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.65,546.36
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.2,1050.33
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Windows 10,2.2,579.33
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2824.43
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M420X,Linux,2.18,715.45
Asus,Rog GL753VD-GC082T,Gaming,17.3,1920x1080,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,2150.74
Acer,Chromebook C731-C78G,Netbook,11.6,l1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,466.29
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD,4,500GB HDD,AMD Radeon R3,Windows 10,2.8,595.03
HP,Probook 640,Notebook,14.0,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,1986.05
HP,Envy x360,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,2196.43
Samsung,Notebook 9,Ultrabook,15.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.17,2667.43
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2824.43
MSI,GS73VR Stealth,Gaming,17.3,3840x2160,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43,4158.93
Toshiba,Portege X30-D-10V,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,2315.75
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62,1458.53
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,1413.0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M420X,Windows 10,2.18,963.98
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5,8,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,1467.95
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,8,512GB SSD,Intel HD Graphics 615,Windows 10,1.24,3160.57
Asus,G701VO-IH74K,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows 10,3.58,2008.03
Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,16,256GB SSD,Intel HD Graphics 615,Windows 10,1.22,2588.93
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13,3216.93
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i5,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.95,3081.89
LG,Gram 15Z970,Ultrabook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.08,3295.43
HP,Elitebook 820,Netbook,12.5,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.26,2328.31
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,1920x1080,Intel Others,4,16GB Flash Storage,Intel HD Graphics,Chrome OS,2.2,563.63
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,1238.73
LG,Gram 14Z970,Ultrabook,14.0,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,0.98,2981.43
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1891.85
HP,Elitebook Folio,Ultrabook,12.5,3840x2160,Intel Others,8,240GB SSD,Intel HD Graphics 515,Windows 10,1.09,4867.0
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2,1238.73
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04,1599.81
Acer,Aspire E5-575,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.4,783.43
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.44,1383.17
HP,Probook 430,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,1507.2
MSI,GE72VR 6RF,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2510.43
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,2117.93
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1758.26
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18,1075.43
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon R7 M365X,Windows 10,1.84,2036.27
HP,Envy 13-AB077cl,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.39,1803.93
Toshiba,Tecra Z50-C-140,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,3100.75
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,2865.25
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.95,1145.94
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2590.5
